,Rating,Price,Processor,OS,Disk_Drive(SSD_GB),Brand,RAM_Type,RAM_GB,Inches
539,4.3,42990.0,Intel Core i5 Processor,  Windows 11  ,512,Infinix,LPDDR4X,8,15.6
540,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
541,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
542,3.9,63990.0,Intel Core i5 Processor,  Windows 11  ,512,HP,DDR4 ,8,15.6
543,4.4,124990.0,Intel Core i9 Processor,  Windows 11  ,1000,acer,DDR4 ,16,15.6
544,4.5,21990.0,Intel Celeron Dual Core Processor,  Windows 11  ,512,ASUS,DDR4 ,4,11.6
545,5.0,30100.0,Intel Celeron Dual Core Processor,  Windows 10  ,256,Lenovo,DDR4 ,4,15.6
546,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
547,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
548,4.3,199990.0,Intel Core i7 Processor,  Windows 11  ,1000,HP,DDR5 ,32,17.3
549,4.5,61130.0,Intel Core i5 Processor,  Windows 11  ,256,acer,DDR4 ,8,15.6
550,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
551,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
552,4.3,40990.0,Intel Core i3 Processor,Windows 11  ,256,Lenovo,DDR4 ,8,15.6
553,4.4,75990.0,Intel Core i5 Processor,  Windows 10  ,1000,ASUS,DDR4 ,8,15.6
554,4.3,46890.0,Intel Core i3 Processor,  Windows 11  ,512,HP,DDR4 ,8,15.6
555,4.3,37390.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
556,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
557,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
558,4.3,68490.0,Intel Core i5 Processor,  Windows 11  ,512,Lenovo,DDR4 ,16,15.6
559,4.0,19990.0,Intel Celeron Dual Core Processor,  Windows 11  ,512,ASUS,DDR4 ,4,11.6
560,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
561,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
562,3.8,89990.0,Intel Core i7 Processor,Windows 11  ,512,ASUS,DDR4 ,16,15.6
563,4.0,59790.0,Intel Core i5 Processor,Windows 11  ,512,DELL,DDR4 ,8,15.6
564,4.1,125990.0,Intel Core i9 Processor,  Windows 11  ,1000,MSI,DDR4 ,16,15.6
565,4.3,249990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,2000,ASUS,DDR5 ,32,15.6
566,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
567,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
568,4.0,149990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
569,4.8,36990.0,Intel Pentium Quad Core Processor,  Windows 11  ,256,DELL,DDR4 ,8,15.6
570,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
571,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
572,4.3,85990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,16,15.6
573,4.2,60990.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,512,HP,DDR4 ,8,15.6
574,4.4,87900.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR5 ,8,15.6
575,4.0,27490.0,AMD Dual Core Processor,  Windows 10  ,512,Lenovo,DDR4 ,4,15.6
576,4.8,36990.0,Intel Pentium Quad Core Processor,  Windows 11  ,256,DELL,DDR4 ,8,15.6
577,4.3,249990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,2000,ASUS,DDR5 ,32,15.6
578,4.0,149990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
579,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
580,3.7,28999.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,HP,DDR4 ,8,15.6
581,4.4,87900.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR5 ,8,15.6
582,4.5,117990.0,Intel Core i7 Processor,Windows 10  ,512,acer,DDR4 ,16,15.6
583,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
584,4.3,85990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,16,15.6
585,4.3,61497.0,Intel Core i5 Processor,  Windows 11  ,256,DELL,DDR4 ,8,15.6
586,4.3,70400.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,HP,DDR4 ,8,16.1
587,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
588,4.0,69000.0,Intel Core i5 Processor,Windows 10  ,512,Lenovo,DDR4 ,16,15.6
589,3.7,64490.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
590,4.3,149990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
591,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
592,4.3,96579.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,HP,DDR5 ,8,16.1
593,4.2,101990.0,Intel Core i7 Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
594,3.8,89990.0,Intel Core i7 Processor,Windows 11  ,512,ASUS,DDR4 ,16,15.6
595,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
596,4.3,94990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,HP,DDR5 ,8,16.1
597,4.3,314990.0,Intel Core i7 Processor,  Windows 11  ,2000,MSI,DDR5 ,32,17.3
598,4.3,46900.0,Intel Core i3 Processor,Windows 11  ,256,DELL,DDR4 ,8,15.6
599,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
600,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
601,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
602,4.3,331990.0,Intel Core i9 Processor,  Windows 11  ,2000,ASUS,DDR5 ,32,15.6
603,4.6,116490.0,Intel Core i7 Processor,  Windows 11  ,1000,DELL,DDR5 ,16,15.6
604,4.3,64590.0,AMD Ryzen 3 Hexa Core Processor,Windows 10  ,512,HP,DDR4 ,8,15.6
605,3.9,137990.0,Intel Core i7 Processor,  Windows 11  ,1000,DELL,DDR5 ,16,15.6
606,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
607,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
608,4.1,55690.0,Intel Core i5 Processor,  Windows 10  ,512,DELL,DDR4 ,8,15.6
609,4.2,109990.0,Intel Core i7 Processor,  Windows 10  ,512,Lenovo,DDR4 ,16,15.6
610,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
611,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
612,4.3,79990.0,Intel Core i7 Processor,Windows 10  ,256,ASUS,DDR4 ,8,15.6
613,4.3,130500.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR4 ,16,15.6
614,4.3,361990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,2000,ASUS,DDR5 ,32,15.6
615,4.3,211990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
616,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
617,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
618,4.4,39890.0,Intel Core i3 Processor,  Windows 10  ,256,DELL,DDR4 ,4,15.6
619,3.7,139990.0,Intel Core i7 Processor,  Windows 11  ,1000,MSI,DDR4 ,16,15.6
620,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
621,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
622,4.5,99990.0,Intel Core i7 Processor,  Windows 10  ,256,MSI,DDR4 ,16,15.6
623,4.5,66700.0,Intel Core i5 Processor,  Windows 10  ,512,HP,DDR4 ,16,15.6
624,4.3,68990.0,Intel Core i5 Processor,  Windows 10  ,256,DELL,DDR4 ,8,15.6
625,4.3,434830.0,Intel Core i9 Processor,  Windows 11  ,1000,DELL,DDR4 ,32,17.3
626,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
627,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
628,4.6,345390.0,Intel Core i9 Processor,  Windows 10  ,1000,ALIENWARE,DDR4 ,32,15.6
629,4.3,105822.0,Intel Core i7 Processor,  Windows 11  ,512,HP,DDR4 ,16,15.6
630,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
631,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
632,3.6,28490.0,Intel Celeron Dual Core Processor,  Chrome  ,512,Lenovo,LPDDR4X,4,11.6
633,4.2,66990.0,Intel Core i5 Processor,  Windows 10  ,512,Lenovo,DDR4 ,16,15.6
634,3.5,86999.0,Intel Core i5 Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
635,4.3,36990.0,Intel Core i3 Processor,  Windows 10  ,256,ASUS,DDR4 ,8,15.6
636,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
637,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
638,3.7,23250.0,Intel Celeron Dual Core Processor,  Windows 11  ,256,Lenovo,DDR4 ,4,11.6
639,4.3,42390.0,Intel Core i3 Processor,  Windows 10  ,256,DELL,DDR4 ,8,15.6
640,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
641,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
642,4.2,58990.0,Intel Core i5 Processor,  Windows 10  ,512,Lenovo,DDR4 ,8,15.6
643,4.8,110990.0,Intel Core i7 Processor,  Windows 10  ,1000,ASUS,DDR4 ,16,15.6
644,4.6,74590.0,Intel Core i5 Processor,  Windows 10  ,128,acer,DDR4 ,8,15.6
645,4.7,71990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
646,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
647,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
648,4.3,84990.0,Intel Core i5 Processor,  Windows 10  ,512,Lenovo,DDR4 ,16,15.6
649,4.3,119990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,LPDDR5 ,16,13.3
650,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
651,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
652,4.3,214990.0,Intel Core i7 Processor,  Windows 10  ,1000,MSI,DDR4 ,32,15.6
653,4.2,48790.0,Intel Core i3 Processor,  Windows 10  ,512,MSI,DDR4 ,8,15.6
654,4.3,76000.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
655,5.0,224990.0,AMD Ryzen 9 Octa Core Processor,  Windows 10  ,1000,ASUS,LPDDR4X,32,13.4
656,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
657,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
658,4.1,49990.0,Intel Core i3 Processor,  Windows 11  ,512,Infinix,LPDDR4X,8,15.6
659,4.3,164990.0,Intel Core i7 Processor,  Windows 11  ,512,ASUS,LPDDR5 ,16,13.4
660,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
661,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
662,3.9,31490.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,256,HP,DDR4 ,8,15.6
663,4.3,48077.0,Intel Core i3 Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
664,4.6,154990.0,AMD Ryzen 9 Octa Core Processor,Windows 10  ,1000,ASUS,DDR4 ,16,15.6
665,4.6,224990.0,Intel Core i7 Processor,  Windows 10  ,1000,ASUS,DDR4 ,32,15.6
666,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
667,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
668,3.9,44990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
669,4.4,65990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
670,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
671,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
672,3.9,31990.0,Intel Core i3 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,14.1
673,5.0,38980.0,Intel Core i3 Processor,Windows 10  ,256,Lenovo,DDR4 ,8,15.6
674,4.4,68990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,512,HP,DDR4 ,8,15.6
675,4.0,43090.0,Intel Core i3 Processor,  Windows 10  ,256,DELL,DDR4 ,8,15.6
676,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
677,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
678,4.6,154990.0,AMD Ryzen 9 Octa Core Processor,Windows 10  ,1000,ASUS,DDR4 ,16,15.6
679,4.4,65990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
680,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
681,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
682,4.3,49348.0,Intel Core i3 Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
683,4.3,221774.0,Intel Core i7 Processor,  Windows 11  ,512,DELL,DDR5 ,16,15.6
684,4.0,73990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,512,Lenovo,DDR4 ,8,15.6
685,4.3,77990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
686,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
687,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
688,4.1,214790.0,Intel Core i7 Processor,  Windows 10  ,1000,ALIENWARE,DDR4 ,16,15.6
689,4.9,199990.0,Intel Core i7 Processor,  Windows 10  ,512,ALIENWARE,DDR4 ,16,15.6
690,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
691,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
692,4.3,48077.0,Intel Core i3 Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
693,4.3,52414.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
694,5.0,179990.0,Intel Core i7 Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
695,4.1,25990.0,Intel Celeron Dual Core Processor,Chrome  ,512,ASUS,LPDDR4 ,4,15.6
696,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
697,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
698,4.3,80615.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
699,4.3,155990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
700,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
701,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
702,3.6,49990.0,Intel Core i7 Processor,  Windows 11  ,512,Infinix,LPDDR4X,16,15.6
703,4.6,157990.0,Intel Core i7 Processor,  Windows 11  ,1000,Lenovo,DDR4 ,16,15.6
704,4.3,92990.0,Intel Core i5 Processor,Windows 11  ,512,ASUS,DDR5 ,16,15.6
705,4.3,171990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
706,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
707,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
708,3.9,44990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
709,4.3,151990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,LPDDR5 ,16,13.4
710,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
711,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
712,4.3,233990.0,Intel Core i7 Processor,  Windows 10  ,2000,ASUS,LPDDR3 ,16,15.6
713,4.3,76590.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR5 ,16,13.3
714,4.6,90000.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,512,HP,DDR4 ,16,15.6
715,4.0,23490.0,Intel Celeron Dual Core Processor,Chrome  ,512,ASUS,LPDDR4 ,4,11.6
716,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
717,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
718,3.0,125990.0,Intel Core i7 Processor,  Windows 11  ,512,ASUS,LPDDR5 ,16,15.6
719,4.2,50990.0,Intel Core i5 Processor,  Windows 10  ,256,Lenovo,DDR4 ,8,15.6
